"","pval","qval","gene","lineage"
"Pdxk",0.0370006756319871,0.0963559261249664,"Pdxk",1
"Rflnb",0.965426965286876,0.999838547650833,"Rflnb",1
"Samd9l",2.83940980593261e-05,0.000118803757570402,"Samd9l",1
"Trpv4",0.249736296127065,0.510708172038988,"Trpv4",1
"Polr2l",0.306187892545501,0.600368416755884,"Polr2l",1
"Igf2bp2",0.816493073507869,0.999838547650833,"Igf2bp2",1
"Tnfrsf23",0.852684181233708,0.999838547650833,"Tnfrsf23",1
"Pde4c",0.995345398899609,0.999838547650833,"Pde4c",1
"Slc16a6",0.00789294152752467,0.0235610194851483,"Slc16a6",1
"AC130815.2",0.993087529277167,0.999838547650833,"AC130815.2",1
"Igfbp3",0.992068579123657,0.999838547650833,"Igfbp3",1
"Ccdc106",0.751111899987207,0.999838547650833,"Ccdc106",1
"Slc13a3",0.381539586198293,0.709181386985675,"Slc13a3",1
"Fcgrt",1.56902351356123e-14,1.30751959463436e-13,"Fcgrt",1
"Zscan29",0.649358865467142,0.984622995401277,"Zscan29",1
"Itsn1",2.33154856432296e-06,1.0695176900564e-05,"Itsn1",1
"Cenpl",0.935664532564228,0.999838547650833,"Cenpl",1
"Lima1",0.00239656165884671,0.0078447190142282,"Lima1",1
"4930430E12Rik",0.925355837244273,0.999838547650833,"4930430E12Rik",1
"Sntb2",0.714071037600747,0.999838547650833,"Sntb2",1
"Nfkb2",0.000466302953179977,0.00171434909257344,"Nfkb2",1
"Igf1r",0.0415871546900294,0.107183388376364,"Igf1r",1
"Pex1",0.877993475077935,0.999838547650833,"Pex1",1
"Nt5c3",0.0809646721190451,0.193695387844605,"Nt5c3",1
"Tob1",0.930641563245237,0.999838547650833,"Tob1",1
"AB124611",3.6962436503283e-36,7.17717213655981e-35,"AB124611",1
"Sulf2",7.21149852887122e-05,0.000292555721252382,"Sulf2",1
"Prkg2",0.97777146421368,0.999838547650833,"Prkg2",1
"Cd1d1",0.000483191268511412,0.00176993138648869,"Cd1d1",1
"Cmah",0.602648427138373,0.953561957927856,"Cmah",1
"Rasgrp4",0.83762501964243,0.999838547650833,"Rasgrp4",1
"Set",0.00197640293431328,0.00656612270535973,"Set",1
"Poc1b",0.763378776259573,0.999838547650833,"Poc1b",1
"Enc1",0.35026394227627,0.662407690907534,"Enc1",1
"Lyl1",0.000281480007550215,0.00106823532277121,"Lyl1",1
"P2rx5",0.991460933177122,0.999838547650833,"P2rx5",1
"Psrc1",0.881534928927861,0.999838547650833,"Psrc1",1
"Fdft1",0.730607904431867,0.999838547650833,"Fdft1",1
"Cblb",0.328895519442259,0.634397972035198,"Cblb",1
"Rtn4rl1",0.955088285446626,0.999838547650833,"Rtn4rl1",1
"Timm8a1",0.582878031099154,0.931859362268832,"Timm8a1",1
"Plscr1",0.733277725627422,0.999838547650833,"Plscr1",1
"P2ry13",0.000481514640504057,0.00176702620368461,"P2ry13",1
"Tyw3",0.977511978602353,0.999838547650833,"Tyw3",1
"Tmem165",0.000345024110119201,0.00129222513153259,"Tmem165",1
"Pld1",0.00234193022319299,0.00770371783945062,"Pld1",1
"Gm15987",0.809723863784455,0.999838547650833,"Gm15987",1
"Il16",0.308607530404949,0.60392863092945,"Il16",1
"Hoxb3",0.911248559975294,0.999838547650833,"Hoxb3",1
"Nucb2",0.0325895091929351,0.0861017415929594,"Nucb2",1
"Arhgap22",0.0272345928456622,0.0732112710904897,"Arhgap22",1
"Tnfsf8",0.614683948271834,0.963454464375916,"Tnfsf8",1
"Unc119",0.0481157651248231,0.122276404383286,"Unc119",1
"Rcc1",0.378463672953446,0.705430890873152,"Rcc1",1
"Pfkl",0.0023744464789228,0.00779785378956585,"Pfkl",1
"Ankrd12",0.831618900618062,0.999838547650833,"Ankrd12",1
"Arhgap10",0.239867347418736,0.493554212795754,"Arhgap10",1
"Psmb9",3.1049282085273e-31,5.04866375370292e-30,"Psmb9",1
"Fkbp5",6.2104619620843e-82,4.00674965295761e-80,"Fkbp5",1
"Ncapd3",0.887634119957205,0.999838547650833,"Ncapd3",1
"Fmnl2",0.0962635919898702,0.225705960116929,"Fmnl2",1
"Ppia",8.98800838665704e-09,5.06366669670819e-08,"Ppia",1
"Gimap4",0.915305833066607,0.999838547650833,"Gimap4",1
"Atxn1",0.396888776840564,0.729574957427508,"Atxn1",1
"Kcnip3",0.464910165378365,0.809229258076457,"Kcnip3",1
"Carf",0.961568318784297,0.999838547650833,"Carf",1
"Lsm5",0.00311783835940151,0.00999307166474842,"Lsm5",1
"Bcl6",0.712359679161813,0.999838547650833,"Bcl6",1
"Zgrf1",0.916232034740627,0.999838547650833,"Zgrf1",1
"Nrp1",0.190016164201964,0.404720264540925,"Nrp1",1
"Tmem154",0.0416495473566647,0.107206042102097,"Tmem154",1
"Akap7",0.000251699476011208,0.000960685022943541,"Akap7",1
"Tle1",0.0358719315604986,0.0939055800013052,"Tle1",1
"Xlr4c",0.975287037470469,0.999838547650833,"Xlr4c",1
"Gk",0.402479092089437,0.734450897973426,"Gk",1
"Psme2",4.27763997592733e-35,7.92155551097654e-34,"Psme2",1
"Scarf1",0.000947116921077568,0.00333491873618862,"Scarf1",1
"Cox6b2",0.61601240350884,0.964025670592863,"Cox6b2",1
"Zfp532",0.621586452393664,0.970469534410746,"Zfp532",1
"2010111I01Rik",0.000944898486529578,0.00333297526112726,"2010111I01Rik",1
"St3gal4",5.31189336348619e-10,3.26885745445304e-09,"St3gal4",1
"Tpra1",0.105075394549487,0.243794418908322,"Tpra1",1
"Zwilch",0.989174745845045,0.999838547650833,"Zwilch",1
"Igfbp6",0.863304285111448,0.999838547650833,"Igfbp6",1
"Nradd",0.903982083997423,0.999838547650833,"Nradd",1
"Havcr2",2.0381272275385e-05,8.66752929074306e-05,"Havcr2",1
"Jpt1",1.96667464374849e-08,1.08059046359807e-07,"Jpt1",1
"Lgals4",0.862971571733117,0.999838547650833,"Lgals4",1
"Gatsl2",0.403234055874579,0.735157804693854,"Gatsl2",1
"Cryba4",0.801150578825482,0.999838547650833,"Cryba4",1
"Chic1",0.982316056826622,0.999838547650833,"Chic1",1
"Cirbp",9.5996424757336e-42,2.31316686162255e-40,"Cirbp",1
"Bvht",0.60624784981917,0.958494624220032,"Bvht",1
"Thrb",0.554722792996081,0.902722201783696,"Thrb",1
"Zfhx2",0.916863487017232,0.999838547650833,"Zfhx2",1
"Lrrc63",0.993514714739487,0.999838547650833,"Lrrc63",1
"Smkr-ps",0.951142068724629,0.999838547650833,"Smkr-ps",1
"Cacna1f",0.751145120543134,0.999838547650833,"Cacna1f",1
"Pdgfc",0.00966177861146731,0.0283752675814018,"Pdgfc",1
"Scoc",0.0136532559710949,0.0391404195903956,"Scoc",1
"Tln2",0.936950657595112,0.999838547650833,"Tln2",1
"Igsf9",0.640920046365054,0.977956213752432,"Igsf9",1
"Dtx3l",2.70900124674733e-24,3.68571598196916e-23,"Dtx3l",1
"Maf",5.19829145019881e-18,4.97444157913762e-17,"Maf",1
"Dennd4c",0.447681084170919,0.790236247451593,"Dennd4c",1
"Fam135a",0.835501392561142,0.999838547650833,"Fam135a",1
"Atm",0.721632131270737,0.999838547650833,"Atm",1
"Bcl2",0.38809378914652,0.716640947472435,"Bcl2",1
"Bcl2l1",0.459998544581672,0.805543672152221,"Bcl2l1",1
"Gm13710",0.881681480666428,0.999838547650833,"Gm13710",1
"Fam78b",0.824512926291339,0.999838547650833,"Fam78b",1
"Ryr1",0.556978814417213,0.905656608808477,"Ryr1",1
"Sema4b",0.377398631078555,0.70410192365402,"Sema4b",1
"Abcc1",0.0506165187717913,0.127819491847958,"Abcc1",1
"Gpc1",0.971584013137629,0.999838547650833,"Gpc1",1
"Rras2",0.266515778302625,0.539505624094383,"Rras2",1
"Rnf103",0.00940229745751681,0.0277763588109802,"Rnf103",1
"Pcnx",0.613357244579253,0.96212901110471,"Pcnx",1
"Ctla2b",0.357975225856251,0.676062749492447,"Ctla2b",1
"Cd180",7.79900985176421e-06,3.44327145773254e-05,"Cd180",1
"Larp1",1.35336698797391e-05,5.87144029489764e-05,"Larp1",1
"Myo5a",0.000364558288514346,0.00136029212132219,"Myo5a",1
"Nuak1",0.577297560206853,0.925898252136092,"Nuak1",1
"Gusb",1.05241564412336e-12,7.71000471885243e-12,"Gusb",1
"Lacc1",4.38538239344907e-11,2.91387534448443e-10,"Lacc1",1
"Adgrl2",0.743274236037362,0.999838547650833,"Adgrl2",1
"Bcl7a",0.89072759008513,0.999838547650833,"Bcl7a",1
"Dmxl1",0.725476728501887,0.999838547650833,"Dmxl1",1
"Kcnj9",0.889324136722101,0.999838547650833,"Kcnj9",1
"Ctdspl",0.926728814839181,0.999838547650833,"Ctdspl",1
"Hist1h2ae",0.974777159038521,0.999838547650833,"Hist1h2ae",1
"Clcn7",0.00504389187741399,0.0155435805159137,"Clcn7",1
"Amer1",0.933924991215528,0.999838547650833,"Amer1",1
"Gm10369",0.976295932779555,0.999838547650833,"Gm10369",1
"Gbe1",0.623781152724667,0.971621733215992,"Gbe1",1
"Lrrc14b",0.756450764149989,0.999838547650833,"Lrrc14b",1
"Pgp",0.750077033553736,0.999838547650833,"Pgp",1
"Klrd1",0.955551153885835,0.999838547650833,"Klrd1",1
"Smyd2",0.635269843397186,0.975088017493763,"Smyd2",1
"Tsc22d1",0.709994935376888,0.999838547650833,"Tsc22d1",1
"Stt3b",0.786393869598983,0.999838547650833,"Stt3b",1
"Olfr1369-ps1",0.981521342401711,0.999838547650833,"Olfr1369-ps1",1
"Prim2",0.873896516703438,0.999838547650833,"Prim2",1
"Clmn",0.913678851974023,0.999838547650833,"Clmn",1
"Plpp1",0.439539838777859,0.782099357255977,"Plpp1",1
"Hist1h1a",0.984372461804667,0.999838547650833,"Hist1h1a",1
"Upb1",0.960020199600918,0.999838547650833,"Upb1",1
"Ak2",0.000188795780671326,0.000736045928543183,"Ak2",1
"Fabp1",0.530554543903783,0.878401562754607,"Fabp1",1
"Myo1c",0.560279524386405,0.909544682445462,"Myo1c",1
"Npnt",0.836870412973754,0.999838547650833,"Npnt",1
"Fkbp1a",0.462907834042655,0.806459641189294,"Fkbp1a",1
"Tstd2",0.796325247737614,0.999838547650833,"Tstd2",1
"Gstp1",0.228672833287536,0.472464531585818,"Gstp1",1
"Vsig8",0.997223282361782,0.999838547650833,"Vsig8",1
"Nmt2",0.737165018884835,0.999838547650833,"Nmt2",1
"Prkcd",7.38713581419613e-19,7.31399585563973e-18,"Prkcd",1
"Slc8b1",5.619031932597e-08,2.98091879713369e-07,"Slc8b1",1
"Ptpn12",0.00125320879924375,0.00434993398443756,"Ptpn12",1
"Ogfod3",0.89244949841025,0.999838547650833,"Ogfod3",1
"Nfyb",0.927290636935498,0.999838547650833,"Nfyb",1
"Armcx3",0.932991109292477,0.999838547650833,"Armcx3",1
"Ethe1",0.025148929762368,0.0679700804388325,"Ethe1",1
"Ppp2r5a",0.000310670827473041,0.00117013494340128,"Ppp2r5a",1
"Rasa4",8.26784921439207e-10,5.04137147219029e-09,"Rasa4",1
"Hpf1",0.00892718046565483,0.0264509050834217,"Hpf1",1
"Pla2g2d",0.990945529641703,0.999838547650833,"Pla2g2d",1
"Cd209a",0.985574637224716,0.999838547650833,"Cd209a",1
"Kras",0.0783031901794293,0.188682385974528,"Kras",1
"Vopp1",0.0474792833359367,0.120812425791188,"Vopp1",1
"Mitf",0.551844081328883,0.899501355059303,"Mitf",1
"Eif4e3",0.302107333891874,0.594114717584807,"Eif4e3",1
"Trim30b",0.392366763709748,0.722590725063993,"Trim30b",1
"Fam160b2",0.546259617209239,0.892468522567979,"Fam160b2",1
"Zyx",8.09930145704515e-14,6.35239329964325e-13,"Zyx",1
"2010015M23Rik",0.977059774471657,0.999838547650833,"2010015M23Rik",1
"Steap4",0.8656571066261,0.999838547650833,"Steap4",1
"Stk39",0.76555048584189,0.999838547650833,"Stk39",1
"Kdm2b",0.746586222576353,0.999838547650833,"Kdm2b",1
"H1fx",0.988857016749491,0.999838547650833,"H1fx",1
"Ccnd3",0.000710112256387454,0.00255436063448724,"Ccnd3",1
"0610040B10Rik",0.885237079222805,0.999838547650833,"0610040B10Rik",1
"Nr2f2",0.966332090611661,0.999838547650833,"Nr2f2",1
"Spink2",0.976435599901174,0.999838547650833,"Spink2",1
"Tubgcp2",0.612775087931779,0.96212901110471,"Tubgcp2",1
"Maml1",0.644360085746076,0.97927064703051,"Maml1",1
"Hist1h2bj",0.985063349215294,0.999838547650833,"Hist1h2bj",1
"1700037H04Rik",0.751040420827831,0.999838547650833,"1700037H04Rik",1
"Chst2",0.855554325469498,0.999838547650833,"Chst2",1
"Itgae",0.952632057678893,0.999838547650833,"Itgae",1
"Eid1",1.16940844122141e-12,8.50478866342843e-12,"Eid1",1
"Cflar",6.35423908361066e-09,3.66759552767035e-08,"Cflar",1
"Fads6",0.781008944060985,0.999838547650833,"Fads6",1
"Lin37",0.809193314549857,0.999838547650833,"Lin37",1
"Tcp11l2",0.0469036525759528,0.119652174938655,"Tcp11l2",1
"Xpc",0.748829823968268,0.999838547650833,"Xpc",1
"Nacc1",0.712978244177727,0.999838547650833,"Nacc1",1
"Dynlt1f",0.431639444205821,0.771550541267967,"Dynlt1f",1
"Pam16",0.658593137942112,0.991110817068642,"Pam16",1
"Cox17",0.0143057224082375,0.0408151851875536,"Cox17",1
"Tmem64",0.58499892154807,0.933580975858876,"Tmem64",1
"Nfe2l1",0.266999221439579,0.539937758219572,"Nfe2l1",1
"Hist1h2ab",0.992195204855247,0.999838547650833,"Hist1h2ab",1
"Slc25a4",5.5709146406855e-11,3.66507542150362e-10,"Slc25a4",1
"1110059E24Rik",0.65917179955765,0.991235788808497,"1110059E24Rik",1
"Actg2",0.972573408546834,0.999838547650833,"Actg2",1
"Snta1",0.0543433627886067,0.136028442524672,"Snta1",1
"Oxnad1",0.903499054883586,0.999838547650833,"Oxnad1",1
"Pstpip1",0.00885899951250203,0.0262878323813117,"Pstpip1",1
"Mtdh",0.0162915970561583,0.0458918226934036,"Mtdh",1
"Plet1",0.988844811774486,0.999838547650833,"Plet1",1
"Trim5",0.643785734943864,0.979141802195991,"Trim5",1
"Cdca2",0.989397110451349,0.999838547650833,"Cdca2",1
"Aldob",0.955001653046075,0.999838547650833,"Aldob",1
"Hist1h3c",0.993928948387188,0.999838547650833,"Hist1h3c",1
"Eid3",0.732806019332274,0.999838547650833,"Eid3",1
"Cd209d",0.973945137553335,0.999838547650833,"Cd209d",1
"Sectm1a",0.345572298448111,0.65644292900546,"Sectm1a",1
"Mtmr14",0.553884739594214,0.902092409762564,"Mtmr14",1
"Pgs1",0.623600168584934,0.971621733215992,"Pgs1",1
"Cyp2a4",0.958784839157277,0.999838547650833,"Cyp2a4",1
"Rras",7.07627223391039e-09,4.03206395094609e-08,"Rras",1
"Setd1b",0.014718152826151,0.0418724120231892,"Setd1b",1
"Fam241a",0.149235031049301,0.329073938366706,"Fam241a",1
"Gm38155",0.996854205571992,0.999838547650833,"Gm38155",1
"A330069E16Rik",0.966688750406001,0.999838547650833,"A330069E16Rik",1
"Asf1a",0.728310820553826,0.999838547650833,"Asf1a",1
"Ptk6",0.987656709015505,0.999838547650833,"Ptk6",1
"Ing1",0.967811204694745,0.999838547650833,"Ing1",1
"Ltb",0.971903463806431,0.999838547650833,"Ltb",1
"Tsga10",0.883425728168817,0.999838547650833,"Tsga10",1
"Ubald2",9.89491489341461e-07,4.70067215839174e-06,"Ubald2",1
"Myo1g",0.28846402823141,0.571782018298136,"Myo1g",1
"Mis18bp1",0.94382770175764,0.999838547650833,"Mis18bp1",1
"Phykpl",0.777891586482475,0.999838547650833,"Phykpl",1
"Popdc2",0.970888000717027,0.999838547650833,"Popdc2",1
"Helb",0.775756331812422,0.999838547650833,"Helb",1
"Slc38a6",0.534468272731035,0.881960846090817,"Slc38a6",1
"9430038I01Rik",0.4418963243477,0.784169610530495,"9430038I01Rik",1
"Rnf150",6.56497147295518e-05,0.000266868759063219,"Rnf150",1
"Ubl4a",0.443575385484648,0.785784562417446,"Ubl4a",1
"Nme7",0.867911863009066,0.999838547650833,"Nme7",1
