"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ccdc115.2",9.22246353037251e-07,0.471773165618242,0.773,0.568,0.0286385160008657,"E","Ccdc115"
"Csf3r.3",9.23030715235667e-07,-1.17662632431137,0.398,0.509,0.0286628728002132,"E","Csf3r"
"Msantd3.1",9.28565455508287e-07,1.63383650181076,0.085,0.023,0.0288347430898988,"E","Msantd3"
"Cd93.3",9.30984635984757e-07,-0.763355225095126,0.739,0.757,0.0289098659012347,"E","Cd93"
"2810004N23Rik",9.55625863286881e-07,0.520662035896826,0.54,0.307,0.0296750499326475,"E","2810004N23Rik"
"Camta1.3",9.59648050108838e-07,0.571336770556309,0.58,0.353,0.0297999509000298,"E","Camta1"
"Ndufb3.1",9.64826734662095e-07,0.360236699228254,0.96,0.833,0.029960764591462,"E","Ndufb3"
"Hikeshi.2",9.7333008385526e-07,0.580227381878029,0.591,0.36,0.0302248190939574,"E","Hikeshi"
"Noc4l.1",9.83388458659724e-07,0.600356881222453,0.403,0.216,0.0305371618067604,"E","Noc4l"
"Fam49b.3",9.90521933394536e-07,0.233734924110561,0.989,0.974,0.0307586775977005,"E","Fam49b"
"Loxl2",9.93037443550762e-07,2.69779042098147,0.051,0.009,0.0308367917345818,"E","Loxl2"
"Taf11",9.94759634193273e-07,0.612153321460761,0.591,0.372,0.0308902709206037,"E","Taf11"
"Timm22",1.00868612877882e-06,0.574888688948525,0.653,0.403,0.0313227303569687,"E","Timm22"
"Cln6.2",1.01018229428401e-06,0.451442797384256,0.693,0.452,0.0313691907844014,"E","Cln6"
"Mrpl34",1.02296639252017e-06,0.406199447241285,0.875,0.703,0.0317661753869289,"E","Mrpl34"
"Zc3hav1l",1.02681113341292e-06,2.41894662523888,0.051,0.009,0.0318855661258714,"E","Zc3hav1l"
"Mad1l1",1.04112021982808e-06,0.758631008911628,0.33,0.163,0.0323299061863215,"E","Mad1l1"
"Alms1.1",1.04320977447637e-06,0.915056998890967,0.222,0.098,0.0323947931268148,"E","Alms1"
"Pmvk.3",1.06515027586088e-06,0.49950174522435,0.676,0.477,0.033076111516308,"E","Pmvk"
"Alg13",1.0816846071937e-06,0.812875454658784,0.267,0.126,0.0335895521071858,"E","Alg13"
"Ino80e",1.08440038038016e-06,0.448911743701002,0.716,0.455,0.0336738850119452,"E","Ino80e"
"Cd37.4",1.08447425794012e-06,-1.06493600976642,0.443,0.545,0.0336761791318145,"E","Cd37"
"Dda1.1",1.08928318591312e-06,0.456161279861098,0.693,0.479,0.0338255107721602,"E","Dda1"
"Tfb1m",1.10403596971293e-06,1.14417491033709,0.153,0.058,0.0342836289674956,"E","Tfb1m"
"Kif24",1.10618263728755e-06,2.24709469205717,0.051,0.009,0.0343502894356904,"E","Kif24"
"Zbtb4.4",1.12851968697625e-06,-1.18241227686039,0.347,0.48,0.0350439218396736,"E","Zbtb4"
"Srpk1.1",1.13380134625258e-06,0.62140199258708,0.625,0.418,0.0352079332051814,"E","Srpk1"
"Zfp101",1.15760627609105e-06,0.943128521755325,0.165,0.063,0.0359471476914554,"E","Zfp101"
"Taf6.1",1.1649636367787e-06,0.697633427651523,0.369,0.201,0.0361756158128889,"E","Taf6"
"U2af2.2",1.17634102997189e-06,0.514589793759081,0.818,0.603,0.036528918003717,"E","U2af2"
"Npat",1.21967444751371e-06,0.854877918011257,0.295,0.149,0.0378745506186432,"E","Npat"
"Ppp1r14b.3",1.22849534472329e-06,0.477336143452387,0.864,0.69,0.0381484659396925,"E","Ppp1r14b"
"C2cd5",1.23705992517795e-06,0.664647432493562,0.369,0.192,0.038414421856551,"E","C2cd5"
"Commd9.3",1.27548494556012e-06,0.509251379893993,0.682,0.462,0.0396076340144785,"E","Commd9"
"Smarcad1.3",1.27656383018244e-06,0.494926857418657,0.625,0.4,0.0396411366186554,"E","Smarcad1"
"Arl8a.2",1.28207341962014e-06,-0.627010626252273,0.716,0.766,0.0398122258994641,"E","Arl8a"
"Sptan1",1.29792074235067e-06,0.43408179908303,0.631,0.403,0.0403043328122154,"E","Sptan1"
"D930030I03Rik.1",1.31530841367021e-06,0.736397633402085,0.199,0.083,0.0408442721697012,"E","D930030I03Rik"
"Sqstm1.1",1.32911825090307e-06,-0.726113911586741,0.744,0.759,0.041273109045293,"E","Sqstm1"
"Ebna1bp2",1.3465844763156e-06,0.563760294534593,0.676,0.469,0.0418154877430284,"E","Ebna1bp2"
"Trim27",1.35198828949889e-06,0.53644604013329,0.688,0.453,0.0419832923538091,"E","Trim27"
"Coa7.2",1.3602233262893e-06,0.636312042528874,0.398,0.22,0.0422390149512616,"E","Coa7"
"Wdr46.1",1.36508561915554e-06,0.595993231037649,0.449,0.261,0.0423900037316369,"E","Wdr46"
"Mrps24.3",1.37296845823105e-06,0.329807083719702,0.915,0.824,0.0426347895334488,"E","Mrps24"
"Erg28.1",1.38392065431237e-06,0.622269611633403,0.642,0.43,0.0429748880783622,"E","Erg28"
"mt-Atp8.3",1.39018248311734e-06,0.414974578533342,0.892,0.657,0.0431693366482426,"E","mt-Atp8"
"Rpl7l1",1.40168962940904e-06,0.499891630329363,0.801,0.622,0.0435266680620391,"E","Rpl7l1"
"Pou2f2.3",1.40675225552612e-06,-0.80111799821127,0.761,0.792,0.0436838777908525,"E","Pou2f2"
"Saraf.1",1.41007877938839e-06,-0.477578834498428,0.858,0.838,0.0437871763363478,"E","Saraf"
"Tjp3",1.41132118972457e-06,1.64417340533567,0.097,0.029,0.0438257569045171,"E","Tjp3"
"Hacd4.3",1.41969020096658e-06,-0.488460523021177,0.83,0.855,0.0440856398106152,"E","Hacd4"
"Dennd2c",1.44605589038501e-06,1.44500201795957,0.085,0.023,0.0449043735641258,"E","Dennd2c"
"Pnpla2.3",1.44857437766753e-06,-0.856468376941647,0.648,0.682,0.0449825801497097,"E","Pnpla2"
"Mpdu1.4",1.46938843453222e-06,0.473350934024485,0.744,0.54,0.045628919057529,"E","Mpdu1"
"Ankrd49.1",1.4799498298138e-06,0.631616318433043,0.466,0.266,0.0459568820652078,"E","Ankrd49"
"Commd10",1.50668372112247e-06,0.50173952297533,0.551,0.335,0.0467870495920162,"E","Commd10"
"Arl16.1",1.51993428408615e-06,0.917816204220698,0.244,0.113,0.0471985193237272,"E","Arl16"
"Ifngr1.3",1.53215102966477e-06,-0.412150037077941,0.983,0.961,0.0475778859241802,"E","Ifngr1"
"U2af1l4.4",1.54246659583852e-06,0.928943117509657,0.159,0.061,0.0478982152005734,"E","U2af1l4"
"Ap2s1.2",1.56005754987996e-06,0.249762792047379,0.977,0.905,0.0484444670964224,"E","Ap2s1"
"Cd300lb.4",1.58856516598211e-06,-1.55770005182822,0.131,0.292,0.0493297140992424,"E","Cd300lb"
"Cox4i2",1.61755447423403e-06,1.33831976672095,0.108,0.035,0.0502299190883894,"E","Cox4i2"
"Trmt10c.1",1.61940132011888e-06,0.724633773216318,0.335,0.177,0.0502872691936515,"E","Trmt10c"
"Gda.4",1.62909475061883e-06,0.373187647026987,0.835,0.673,0.0505882792909664,"E","Gda"
"Mrpl19",1.64888744786431e-06,0.581599070257119,0.551,0.333,0.0512029019185305,"E","Mrpl19"
"Lpin1",1.650183690714e-06,-1.43220776694347,0.256,0.394,0.0512431541477418,"E","Lpin1"
"Ube2j2",1.65522426780372e-06,0.377908492457168,0.869,0.633,0.0513996791881089,"E","Ube2j2"
"Psmd1",1.66422826742534e-06,0.361043295128422,0.835,0.641,0.051679280388359,"E","Psmd1"
"Urb2.1",1.67196362827026e-06,1.07394052351101,0.176,0.072,0.0519194865486765,"E","Urb2"
"Wdr12.1",1.73209413219081e-06,0.662840507472859,0.466,0.283,0.0537867190869212,"E","Wdr12"
"Tpst1.2",1.74481139656446e-06,0.570909413163794,0.415,0.238,0.0541816282975161,"E","Tpst1"
"Abcf2.2",1.74796708905251e-06,0.563705738385763,0.619,0.391,0.0542796220163477,"E","Abcf2"
"Btg2.2",1.75002722305742e-06,-0.493961399940472,0.96,0.97,0.0543435953576019,"E","Btg2"
"Rassf7",1.75794825518401e-06,1.11390224062424,0.119,0.039,0.054589567168229,"E","Rassf7"
"Etf1.1",1.77098538459335e-06,0.397571425175973,0.869,0.734,0.0549944091477773,"E","Etf1"
"Pusl1.1",1.77399517099156e-06,0.573344369641401,0.324,0.159,0.0550878720448009,"E","Pusl1"
"Fcgrt.3",1.79761844906187e-06,-0.55703012729157,0.915,0.873,0.0558214456987184,"E","Fcgrt"
"Gon7.1",1.83123237019393e-06,0.641171915499471,0.375,0.196,0.0568652587916322,"E","Gon7"
"Acp5.2",1.84849319374226e-06,-0.569788589566744,0.966,0.937,0.0574012591452783,"E","Acp5"
"Rcbtb2.3",1.85116973650327e-06,-0.575349539001069,0.875,0.855,0.0574843738276361,"E","Rcbtb2"
"Rab24.2",1.85237590748699e-06,0.394629180928396,0.864,0.635,0.0575218290551935,"E","Rab24"
"Klhl11",1.86393173949765e-06,1.40897063855646,0.091,0.026,0.0578806723066205,"E","Klhl11"
"Mipep",1.8791779070122e-06,0.927567366258788,0.239,0.111,0.0583541115464498,"E","Mipep"
"Galns.2",1.89639914089891e-06,0.543943011633408,0.54,0.337,0.0588888825223338,"E","Galns"
"Ube2v2.3",1.93777447691844e-06,0.462980457321378,0.676,0.465,0.0601737108317484,"E","Ube2v2"
"Tm6sf1.3",1.94639644623243e-06,-0.49957092806328,0.909,0.887,0.0604414488448556,"E","Tm6sf1"
"Tnfrsf21.3",1.96288680935235e-06,-1.03877241944883,0.398,0.506,0.0609535240908184,"E","Tnfrsf21"
"Ssx2ip.3",1.96619446530028e-06,0.900153619609186,0.25,0.119,0.0610562367309695,"E","Ssx2ip"
"Trim25.4",1.96664892561203e-06,-0.894863876577337,0.688,0.711,0.0610703490870304,"E","Trim25"
"Apoc1.4",1.98177777299795e-06,-2.48729954621623,0.375,0.492,0.0615401451849053,"E","Apoc1"
"A630089N07Rik",2.00644116986067e-06,1.24793206438787,0.091,0.026,0.0623060176476833,"E","A630089N07Rik"
"Crybg3.3",2.05323534915362e-06,0.548620361467236,0.545,0.344,0.0637591172972673,"E","Crybg3"
"Hacd2.3",2.09686478064009e-06,0.561842927893018,0.557,0.36,0.0651139420332169,"E","Hacd2"
"Ccdc138",2.10058248236728e-06,1.12091067864746,0.148,0.056,0.0652293878249511,"E","Ccdc138"
"Pdcd5.2",2.10348687829525e-06,0.348763709958005,0.932,0.817,0.0653195780317024,"E","Pdcd5"
"Cnpy4.1",2.10599713722435e-06,0.639486484997814,0.358,0.192,0.0653975291022276,"E","Cnpy4"
"4930513N10Rik",2.12307991634066e-06,1.90042841633236,0.051,0.01,0.0659280006421264,"E","4930513N10Rik"
"Tmem256.3",2.16486387963583e-06,0.270015306608448,0.977,0.893,0.0672255180543314,"E","Tmem256"
"BC049715.1",2.1663244404577e-06,1.52951690589758,0.125,0.044,0.0672708728495329,"E","BC049715"
"Dnajc17.2",2.19885465675324e-06,0.716681789883928,0.318,0.161,0.0682810336561584,"E","Dnajc17"
"Prdx3.3",2.20654377555567e-06,0.468685741614231,0.773,0.534,0.0685198038623302,"E","Prdx3"
"Lmo4.1",2.21985522811657e-06,0.350983993596438,0.83,0.595,0.0689331643987038,"E","Lmo4"
"9430065F17Rik",2.22524270447978e-06,3.4634593595818,0.023,0.002,0.0691004617022105,"E","9430065F17Rik"
"Gm12932",2.23601295378067e-06,3.11388810460202,0.023,0.002,0.0694349102537512,"E","Gm12932"
"Gm6169",2.23601295378067e-06,3.40048279345327,0.023,0.002,0.0694349102537512,"E","Gm6169"
"Mrps12.1",2.25800701835411e-06,0.370985130205684,0.807,0.587,0.0701178919409502,"E","Mrps12"
"Tigd3",2.27959665566247e-06,3.07880794684364,0.023,0.002,0.0707883149482868,"E","Tigd3"
"mt-Co1.2",2.30162048359465e-06,-0.157356966227615,1,0.999,0.0714722208770645,"E","mt-Co1"
"Glod4.3",2.31231634485502e-06,0.455962254814039,0.727,0.505,0.071804359456783,"E","Glod4"
"Lsm7",2.32820635458785e-06,0.466978165138237,0.733,0.521,0.0722977919290166,"E","Lsm7"
"Ctnnbip1.3",2.33892514822653e-06,0.422280981117574,0.761,0.563,0.0726306426278785,"E","Ctnnbip1"
"Hnrnpm",2.34614955219242e-06,0.351627494076654,0.926,0.803,0.0728549820442311,"E","Hnrnpm"
"Grwd1",2.36057644173485e-06,0.853918380188372,0.278,0.139,0.0733029802451924,"E","Grwd1"
"Setd1a.1",2.36924767776856e-06,0.560042169300893,0.398,0.217,0.0735722481377472,"E","Setd1a"
"Gemin8",2.38198314852924e-06,1.18936933080502,0.125,0.044,0.0739677227112784,"E","Gemin8"
"Mlkl.4",2.40620632605012e-06,0.601534102693202,0.369,0.203,0.0747199250428343,"E","Mlkl"
"Ptpn7.3",2.41630542123085e-06,0.638866558276617,0.523,0.322,0.0750335322454817,"E","Ptpn7"
"Tmem41b.1",2.43636755847255e-06,0.488604381170572,0.494,0.284,0.0756565217932482,"E","Tmem41b"
"Nfyc",2.45734785751785e-06,0.5856119068366,0.511,0.303,0.0763080230195018,"E","Nfyc"
"Ppp2ca",2.4641552812577e-06,0.296921975084027,0.96,0.887,0.0765194139488952,"E","Ppp2ca"
"Phf6.1",2.49143081702372e-06,0.740554277655611,0.318,0.163,0.0773664011610375,"E","Phf6"
"Eva1b.4",2.51166028457398e-06,-0.760054777607226,0.591,0.647,0.0779945868168759,"E","Eva1b"
"Pitpnb.1",2.53399508491302e-06,0.447844919621811,0.67,0.425,0.0786881493718042,"E","Pitpnb"
"Fam216a.2",2.55064112073351e-06,0.992177708715422,0.188,0.079,0.0792050587221376,"E","Fam216a"
"Ddx49.3",2.60027213270532e-06,0.454275665204532,0.568,0.338,0.0807462505368984,"E","Ddx49"
"Srsf11.1",2.64421949348478e-06,0.30839739356089,0.955,0.819,0.0821109479311828,"E","Srsf11"
"Zranb2.1",2.67006744613577e-06,0.512019988625408,0.699,0.49,0.0829136044048541,"E","Zranb2"
"Tbc1d19",2.70492614282716e-06,0.802014593261079,0.193,0.081,0.0839960715132117,"E","Tbc1d19"
"Ethe1.4",2.71307198229056e-06,0.384153669202586,0.79,0.586,0.0842490242660689,"E","Ethe1"
"Kctd12.3",2.7145304871177e-06,-0.473155775242921,0.983,0.951,0.084294315216466,"E","Kctd12"
"Nol6.1",2.72729440663054e-06,0.573010418304353,0.392,0.21,0.0846906732090982,"E","Nol6"
"Dnajb1.1",2.73811192397808e-06,0.315485846662551,0.653,0.433,0.0850265895752914,"E","Dnajb1"
"Coq6.1",2.74599114503192e-06,0.866568956377113,0.233,0.107,0.0852712630266761,"E","Coq6"
"Cenpo.1",2.78460232131446e-06,0.832344726960913,0.239,0.11,0.086470255883778,"E","Cenpo"
"Tnfaip8l2.2",2.80543363055945e-06,-0.47222576930683,0.881,0.876,0.0871171305297627,"E","Tnfaip8l2"
"Inpp5b",2.84291628720317e-06,0.713269119030772,0.358,0.195,0.08828107946652,"E","Inpp5b"
"Gpatch11.2",2.84895303541777e-06,0.620013106235044,0.455,0.272,0.0884685386088279,"E","Gpatch11"
"Srrt.1",2.85527794572727e-06,0.557383826860164,0.608,0.422,0.0886649460486689,"E","Srrt"
"Eef1a1.2",2.87005535979751e-06,-0.152287914814317,1,0.999,0.0891238290877921,"E","Eef1a1"
"Scarb2.2",2.89044664666391e-06,-0.44281726949263,0.92,0.898,0.0897570397188543,"E","Scarb2"
"Pdk3",2.91159956895376e-06,0.583165688255759,0.426,0.238,0.0904139014147212,"E","Pdk3"
"Wdr26.3",2.91812217022583e-06,-0.409488828683432,0.949,0.913,0.0906164477520226,"E","Wdr26"
"Tmbim6.3",2.93026355269583e-06,-0.285874372615295,0.994,0.985,0.0909934741018636,"E","Tmbim6"
"9930111J21Rik2.3",2.93370624259652e-06,-0.728181618079383,0.653,0.684,0.0911003799513496,"E","9930111J21Rik2"
"Mad2l1bp",2.93801399737494e-06,0.653041330462083,0.324,0.167,0.0912341486604841,"E","Mad2l1bp"
"mt-Nd1.4",2.9918936874588e-06,0.160562071339587,1,0.998,0.0929072746766583,"E","mt-Nd1"
"Mtmr14",2.99816988171301e-06,0.506817161380393,0.494,0.288,0.0931021693368342,"E","Mtmr14"
"Lhpp",3.00073177280934e-06,0.979511159128229,0.205,0.09,0.0931817237410485,"E","Lhpp"
"Taf10.3",3.05617908917546e-06,0.292483452459278,0.96,0.888,0.0949035292561657,"E","Taf10"
"Rpl19.4",3.05964847903906e-06,0.143933693198719,1,0.999,0.0950112642196,"E","Rpl19"
"Bcl7c",3.06951313710011e-06,0.53240431100492,0.773,0.551,0.0953175914463697,"E","Bcl7c"
"C1d.4",3.07625661684939e-06,0.437336495697652,0.852,0.658,0.095526996723024,"E","C1d"
"Zcchc10.1",3.07782445531543e-06,0.751363738765497,0.307,0.16,0.09557568281091,"E","Zcchc10"
"Plxnb2.4",3.1675534140223e-06,-0.553728586819648,0.778,0.813,0.0983620361656344,"E","Plxnb2"
"Folr2.4",3.20104393154028e-06,-1.97598806527121,0.222,0.362,0.0994020172061202,"E","Folr2"
"Yars.1",3.22082127677693e-06,0.630493386416695,0.324,0.168,0.100016163107754,"E","Yars"
"Nckap1l.4",3.22637415864607e-06,-0.368856873629592,0.949,0.907,0.100188596748437,"E","Nckap1l"
"Lrp8",3.23622524758186e-06,1.33144131747455,0.068,0.017,0.100494502613159,"E","Lrp8"
"Tes.2",3.26354861997708e-06,0.676239163105456,0.358,0.196,0.101342975296148,"E","Tes"
"Engase.4",3.26475156204352e-06,-1.52881441496896,0.227,0.367,0.101380330256138,"E","Engase"
"Dnajb11.1",3.37848316364049e-06,0.419558341185799,0.852,0.714,0.104912037680528,"E","Dnajb11"
"Slc25a12.1",3.42250738808208e-06,0.610344426110915,0.534,0.348,0.106279121922113,"E","Slc25a12"
"Orai1.1",3.42600358028997e-06,-0.565430048206401,0.784,0.772,0.106387689178745,"E","Orai1"
"Foxn3.4",3.44394616899835e-06,-0.526467781180444,0.801,0.827,0.106944860385906,"E","Foxn3"
"Cyp27a1.1",3.49127473319072e-06,-1.09922222886813,0.341,0.457,0.108414554289772,"E","Cyp27a1"
"Rpl22.3",3.49408974137044e-06,0.151331015222643,1,0.997,0.108501968738776,"E","Rpl22"
"Hdac3.2",3.51327336937327e-06,0.574249406972408,0.551,0.341,0.109097677939148,"E","Hdac3"
"Cyp4v3.3",3.52215767778681e-06,-1.17028828626171,0.273,0.402,0.109373562368314,"E","Cyp4v3"
"Fsd1l",3.52272095196527e-06,2.62323446751695,0.04,0.006,0.109391053721378,"E","Fsd1l"
"Ctnnal1",3.52272095196527e-06,2.43638762453187,0.04,0.006,0.109391053721378,"E","Ctnnal1"
"Lgmn.4",3.54631798490591e-06,-0.260065156983966,1,0.997,0.110123812385283,"E","Lgmn"
"Lrrc40",3.55587278057069e-06,0.746083690305076,0.273,0.136,0.110420517455062,"E","Lrrc40"
"Mrps27",3.57495019883042e-06,0.611289569343015,0.233,0.106,0.111012928524281,"E","Mrps27"
"Rflnb.2",3.63736979246315e-06,1.55903706411274,0.102,0.033,0.112951244165358,"E","Rflnb"
"Zfp639.2",3.64659921675767e-06,0.399984731490852,0.574,0.335,0.113237845477976,"E","Zfp639"
"Cnep1r1.1",3.66638528759815e-06,0.581864203627472,0.477,0.283,0.113852262335785,"E","Cnep1r1"
"Prpf4",3.66977209505284e-06,0.537859881369177,0.432,0.248,0.113957432867676,"E","Prpf4"
"Khsrp",3.69384468078951e-06,0.467356242317458,0.636,0.435,0.114704958872557,"E","Khsrp"
"Lair1.4",3.75254637535643e-06,-0.389427568770271,0.932,0.938,0.116527822593943,"E","Lair1"
"Psmd12.1",3.77372712844467e-06,0.370314006552454,0.841,0.631,0.117185548519592,"E","Psmd12"
"Prdx6.4",3.78661829077569e-06,0.352253259606066,0.847,0.702,0.117585857783457,"E","Prdx6"
"Apip.2",3.79931504424582e-06,0.599732762634033,0.534,0.331,0.117980130068966,"E","Apip"
"Dxo",3.82749255210141e-06,0.582496140092933,0.398,0.218,0.118855126220405,"E","Dxo"
"Ipo11",3.83237500752155e-06,0.634455185640735,0.33,0.173,0.119006741108567,"E","Ipo11"
"Psmd3.3",3.8326656920146e-06,0.45751165697796,0.761,0.603,0.119015767734129,"E","Psmd3"
"Arhgap21.2",3.84306857453468e-06,0.742022246315824,0.307,0.16,0.119338808445026,"E","Arhgap21"
"Ergic1.1",3.86299861074951e-06,0.607220527811987,0.562,0.363,0.119957695859605,"E","Ergic1"
"Qser1.1",3.87283952273348e-06,0.71817711229908,0.324,0.168,0.120263285699443,"E","Qser1"
"Klhl23",3.91426761590956e-06,2.46487282461842,0.045,0.008,0.12154975227684,"E","Klhl23"
"Cep112",3.93463005147815e-06,2.3047842957291,0.045,0.008,0.122182066988551,"E","Cep112"
"Pcyox1l.2",3.97818018443298e-06,0.883106795187131,0.17,0.071,0.123534429267197,"E","Pcyox1l"
"Osbpl1a",3.99949534577485e-06,0.55577965424496,0.352,0.186,0.124196328972347,"E","Osbpl1a"
"Sf3b4.3",4.01964871753467e-06,0.465908407261166,0.682,0.462,0.124822151625604,"E","Sf3b4"
"Tnfsf12.2",4.04713772462836e-06,-0.778957654302447,0.528,0.605,0.125675767762884,"E","Tnfsf12"
"Batf2.3",4.06013733032092e-06,-2.57835341913571,0.051,0.182,0.126079444518455,"E","Batf2"
"Me2.3",4.0666042271967e-06,0.497127369120774,0.517,0.311,0.126280261067139,"E","Me2"
"Tufm.3",4.07978581806044e-06,0.439913210768148,0.597,0.377,0.126689589008231,"E","Tufm"
"Ppp3ca.3",4.09339776842852e-06,-0.457187600595705,0.824,0.798,0.127112280903011,"E","Ppp3ca"
"Tmem138",4.15283290775782e-06,1.16686872842049,0.17,0.072,0.128957920284604,"E","Tmem138"
"Caskin2.1",4.1856041731219e-06,1.95610959067937,0.057,0.013,0.129975566387954,"E","Caskin2"
"Pgm3",4.21617067750828e-06,0.852536359274394,0.267,0.135,0.130924748048665,"E","Pgm3"
"Dnaja2.1",4.22321742652734e-06,0.30612850301353,0.909,0.805,0.131143570745954,"E","Dnaja2"
"Camk2d.3",4.24977337635123e-06,-0.567650354325021,0.784,0.767,0.131968212655835,"E","Camk2d"
"Klhl9.3",4.27441424987458e-06,-0.82839845935372,0.494,0.574,0.132733385701355,"E","Klhl9"
"Rrp1b.1",4.30402069234558e-06,0.685545563221005,0.284,0.144,0.133652754559407,"E","Rrp1b"
"Phf10",4.30623702778733e-06,0.502884900246775,0.619,0.414,0.13372157842388,"E","Phf10"
"Gm10076.3",4.30636813370473e-06,0.206988853433491,1,0.965,0.133725649655933,"E","Gm10076"
"Mrs2.3",4.3174468449597e-06,0.497992376492082,0.398,0.217,0.134069676876534,"E","Mrs2"
"Chd1l.1",4.33081786227989e-06,0.610579066466297,0.273,0.134,0.134484887077377,"E","Chd1l"
"Grap2.3",4.34265368163561e-06,1.27542166861521,0.108,0.036,0.134852424775831,"E","Grap2"
"Mphosph8",4.3433514847538e-06,0.45613406521202,0.568,0.356,0.13487409365606,"E","Mphosph8"
"Snapc5.3",4.34458698788878e-06,0.363442771887491,0.869,0.673,0.13491245973491,"E","Snapc5"
"Fam214b.1",4.43804616410443e-06,-1.428749331123,0.165,0.308,0.137814647533935,"E","Fam214b"
"Adgrg5.3",4.46499750125834e-06,1.09398005437163,0.136,0.052,0.138651567406575,"E","Adgrg5"
"Fam49a.3",4.51032223817362e-06,-1.10945835628355,0.312,0.443,0.140059036462005,"E","Fam49a"
"Cox11",4.57944607442689e-06,0.631450629391968,0.25,0.118,0.142205538949178,"E","Cox11"
"Rbm10.1",4.59720586235707e-06,0.853764845325188,0.341,0.191,0.142757033643774,"E","Rbm10"
"Rpl5.4",4.6194580396398e-06,0.162798700349742,1,0.997,0.143448030504935,"E","Rpl5"
"Prkcd.3",4.64707493678022e-06,-0.3969936750432,0.96,0.944,0.144305618011836,"E","Prkcd"
"Thap12.3",4.71208448107257e-06,0.562785543748707,0.545,0.331,0.146324359390746,"E","Thap12"
"Mrps9.3",4.74920251252081e-06,0.44629336873105,0.676,0.465,0.147476985621309,"E","Mrps9"
"Rtn3.2",4.75571281202236e-06,0.284168426391439,0.989,0.873,0.14767914995173,"E","Rtn3"
"Zfp422.3",4.78495690589795e-06,0.599003076785357,0.335,0.18,0.148587266798849,"E","Zfp422"
"2900026A02Rik.3",4.80116864038878e-06,1.25133001045556,0.142,0.056,0.149090689789993,"E","2900026A02Rik"
"Siah1b",4.84883441165219e-06,1.55784440565839,0.085,0.025,0.150570854985035,"E","Siah1b"
"Mrps2.1",4.89638167330288e-06,0.716185217047239,0.341,0.18,0.152047340101074,"E","Mrps2"
"Rrp1.1",4.89746099219351e-06,0.309014685828785,0.915,0.769,0.152080856190585,"E","Rrp1"
"Tmem50a.4",4.90421990291929e-06,-0.255881652352938,0.994,0.974,0.152290740645353,"E","Tmem50a"
"Polr1c",4.91787954392769e-06,0.570213915230167,0.506,0.318,0.152714913477587,"E","Polr1c"
"Hmgxb4",4.97189848505782e-06,0.604029472506496,0.352,0.191,0.1543923636565,"E","Hmgxb4"
"Ufd1.3",4.98560031660628e-06,0.479673067107609,0.648,0.438,0.154817846631575,"E","Ufd1"
"Cwc27.2",5.00225303904996e-06,0.478960862110109,0.398,0.211,0.155334963621618,"E","Cwc27"
"Abhd2.2",5.00434818830509e-06,0.460506602356338,0.341,0.174,0.155400024291438,"E","Abhd2"
"Pebp1.2",5.02439327359367e-06,0.251473113301553,0.949,0.89,0.156022484324904,"E","Pebp1"
"Taf15.3",5.14674034973294e-06,0.420643163830444,0.693,0.474,0.159821728080257,"E","Taf15"
"Mrpl36.1",5.15147163248703e-06,0.469788787723454,0.847,0.647,0.15996864860362,"E","Mrpl36"
"Clec4n.3",5.19648295423638e-06,-0.544225460202073,0.909,0.876,0.161366385177902,"E","Clec4n"
"Gm42031.4",5.22876052234305e-06,0.759647127456064,0.193,0.083,0.162368700500319,"E","Gm42031"
"Gm3550",5.28799371766243e-06,3.07552726476503,0.028,0.003,0.164208068914571,"E","Gm3550"
"Cep70.1",5.3040209462989e-06,0.659861881567715,0.267,0.131,0.16470576244542,"E","Cep70"
"Pink1.2",5.30509368567175e-06,-0.950204488554814,0.455,0.526,0.164739074221165,"E","Pink1"
"Spr.1",5.32973907187443e-06,0.425676612103271,0.659,0.428,0.165504387398917,"E","Spr"
"Tuba1a.2",5.4511318968659e-06,0.527222170978505,0.477,0.295,0.169273998793377,"E","Tuba1a"
"Rgl1.4",5.50564828948532e-06,-0.908026669218199,0.477,0.567,0.170966896333388,"E","Rgl1"
"Gm27003",5.52495924061031e-06,1.5015057000458,0.097,0.031,0.171566559298672,"E","Gm27003"
"Brd3.1",5.55205355494535e-06,0.495770782502407,0.642,0.445,0.172407919041718,"E","Brd3"
"Pomt1",5.57029537796819e-06,0.777142533510577,0.244,0.115,0.172974382372046,"E","Pomt1"
"Gpr141.3",5.65763871574884e-06,0.356409935708627,0.398,0.223,0.175686655040149,"E","Gpr141"
"Rsl24d1.3",5.66392788081362e-06,0.48322122548129,0.693,0.483,0.175881952482905,"E","Rsl24d1"
"Pkig.1",5.70043296568385e-06,0.280144792052896,0.949,0.84,0.177015544883381,"E","Pkig"
"Gatm.3",5.72430386490919e-06,0.326690886911732,0.977,0.894,0.177756807917025,"E","Gatm"
"Prex1.4",5.77964158269533e-06,-0.509235057729689,0.761,0.767,0.179475210067438,"E","Prex1"
"B230118H07Rik.3",5.82610965493415e-06,0.486264139947751,0.386,0.208,0.18091818311467,"E","B230118H07Rik"
"Megf9.2",5.8526205487771e-06,1.150147182606,0.159,0.065,0.181741425901175,"E","Megf9"
"Ap1s3",5.88322584797382e-06,1.78053616088114,0.08,0.023,0.182691812257131,"E","Ap1s3"
